id,length,aliphatic_index,ivywrel_fraction,gravy,charged_fraction,log_acidic_basic_ratio,aromatic_fraction,t40_binary,t40_raw,t45_binary,t45_raw,t50_binary,t50_raw,t55_binary,t55_raw,t60_binary,t60_raw,t65_binary,t65_raw,t70_binary,t70_raw,t75_binary,t75_raw,t80_binary,t80_raw
s1491_n371,371,92.85714285714286,0.33423180592991913,0.05498652291105122,0.12668463611859837,0.44235914846045055,0.029649595687331536,1,0.7681,1,0.7617,1,0.6152,1,0.5611,1,0.5203,0,0.3745,0,0.1295,0,0.0106,0,0.0003757
s1492_n428,428,56.61214953271026,0.1705607476635514,-0.6350467289719628,0.009345794392523364,0.6989700043360189,0.035046728971962614,0,0.2188,0,0.1729,0,0.1476,0,0.1197,0,0.02034,0,0.002704,0,0.000696,0,0.000503,0,3.691e-05
s1493_n485,485,105.1340206185567,0.5896907216494847,-0.6509278350515465,0.41237113402061853,0.22874245756425687,0.09896907216494846,1,1.0,1,1.0,1,1.0,1,0.9999,1,0.9999,1,1.0,1,0.9996,1,0.9992,1,0.9985
s1494_n549,549,92.34972677595628,0.46448087431693985,-0.7446265938069218,0.2786885245901639,-0.005603877517998559,0.09289617486338798,1,0.9999,1,0.9999,1,0.9993,1,0.9991,1,0.9979,1,0.9985,1,0.9946,1,0.9918,1,0.9915
s1495_n550,550,95.43636363636364,0.7109090909090909,-0.6190909090909089,0.45454545454545453,1.0413926851582251,0.06181818181818182,1,0.9997,1,0.9971,1,0.9954,1,0.9975,1,0.9992,1,0.9997,1,0.9975,1,0.9992,1,0.9914
s1496_n604,604,118.7748344370861,0.5380794701986755,-0.6203642384105961,0.3973509933774835,0.02872415126189476,0.076158940397351,1,0.9999,1,0.9998,1,0.9991,1,0.9992,1,0.999,1,0.9994,1,0.991,1,0.9797,1,0.9933
s1497_n662,662,118.14199395770393,0.49244712990936557,-0.5271903323262837,0.32779456193353473,0.011899223299707785,0.08459214501510574,1,0.9994,1,0.9984,1,0.9946,1,0.9943,1,0.9781,1,0.996,1,0.861,1,0.8064,1,0.9759
s1498_n742,742,45.080862533692724,0.12129380053908356,-0.25768194070080874,0.008086253369272238,0.8450980400142569,0.08086253369272237,0,0.1636,0,0.1908,0,0.04537,0,0.1114,0,0.03734,0,0.1581,0,0.01224,0,0.0626,0,0.005422
s1499_n761,761,108.56767411300919,0.4940867279894875,-0.34783180026281224,0.38764783180026285,0.3479660337101991,0.04204993429697766,1,0.842,1,0.7289,1,0.764,1,0.6285,1,0.8221,1,0.6513,1,0.5596,0,0.3808,0,0.04648
s1500_n346,346,122.60115606936415,0.5115606936416185,-0.3421965317919077,0.29479768786127164,0.03342375548694973,0.1069364161849711,1,0.9987,1,0.9972,1,0.9978,1,0.9978,1,0.9966,1,0.9983,1,0.9906,1,0.9356,1,0.9691
s1501_n388,388,92.9639175257732,0.40463917525773196,-0.7979381443298966,0.17783505154639176,0.13566260200007307,0.09278350515463918,1,0.9824,1,0.9737,1,0.9497,1,0.9427,1,0.923,1,0.979,1,0.9119,1,0.8892,1,0.9182
s1502_n432,432,97.33796296296295,0.42592592592592593,-0.1025462962962963,0.25925925925925924,0.16975108102466227,0.03009259259259259,1,0.9054,1,0.9165,1,0.5213,0,0.193,0,0.2274,0,0.1445,0,0.01205,0,7.396e-05,0,1.453e-05
s1503_n454,454,88.19383259911893,0.45594713656387664,-0.618281938325991,0.3237885462555066,0.0291582287412134,0.07929515418502203,1,0.9997,1,0.9996,1,0.9984,1,0.9948,1,0.9603,1,0.9607,1,0.8371,1,0.8721,1,0.549
s1504_n519,519,111.96531791907516,0.6685934489402698,-0.6186897880539499,0.42003853564547206,0.6145048107822201,0.09441233140655106,1,0.9998,1,0.9987,1,0.9934,1,0.9982,1,0.9991,1,0.9994,1,0.997,1,0.9961,1,0.9969
s1505_n591,591,90.86294416243655,0.2825719120135364,-0.9402707275803722,0.008460236886632826,-0.12493873660829995,0.05752961082910322,1,0.6192,0,0.2902,1,0.6497,0,0.379,0,0.08127,0,0.05712,0,0.2634,0,0.01031,0,3.015e-06
s1506_n643,643,97.40279937791603,0.33125972006220844,-1.1457231726283055,0.02177293934681182,0.0,0.08709175738724728,1,0.9728,1,0.8922,1,0.9627,1,0.7311,0,0.365,0,0.2334,1,0.5716,0,0.07936,0,0.0001086
s1507_n651,651,93.7173579109063,0.43317972350230416,-0.5849462365591398,0.3317972350230414,-0.16946068015666813,0.1152073732718894,1,0.9997,1,0.9995,1,0.9985,1,0.9979,1,0.9955,1,0.9973,1,0.9914,1,0.9713,1,0.9758
s1508_n746,746,84.16890080428955,0.2975871313672922,0.29222520107238625,0.12064343163538874,-0.3152704347785914,0.040214477211796246,0,0.03628,0,0.05746,0,0.06209,0,0.09893,0,0.01285,0,0.004525,0,0.01321,0,0.0004407,0,4.092e-06
s1509_n750,750,83.21333333333332,0.5813333333333333,-0.9063999999999999,0.46399999999999997,-0.09970291319222661,0.03333333333333333,1,0.8167,1,0.7126,0,0.4202,1,0.6174,1,0.6389,1,0.6485,1,0.8694,1,0.5617,0,0.005833
s1510_n302,302,89.56953642384104,0.642384105960265,-0.8579470198675497,0.41721854304635764,0.4592096654109603,0.1291390728476821,1,1.0,1,0.9999,1,0.9999,1,0.9996,1,0.9996,1,0.9997,1,0.9983,1,0.9986,1,0.9976
s1511_n383,383,118.82506527415143,0.454308093994778,0.3054830287206267,0.16449086161879894,-0.09390450286833117,0.06788511749347259,1,0.9129,1,0.8745,1,0.9196,1,0.7668,0,0.3134,0,0.1132,0,0.04156,0,0.003736,0,0.002946
s1512_n423,423,124.04255319148936,0.5177304964539007,-0.4349881796690308,0.3191489361702128,-0.04441913978841288,0.1111111111111111,1,0.9998,1,0.9997,1,0.9988,1,0.9986,1,0.9973,1,0.9987,1,0.9722,1,0.9407,1,0.9847
s1513_n496,496,116.02822580645163,0.5221774193548386,-0.560483870967742,0.31451612903225806,0.08826090389954322,0.08870967741935483,1,0.997,1,0.9928,1,0.9924,1,0.9944,1,0.9843,1,0.9954,1,0.9539,1,0.8805,1,0.972
s1514_n520,520,89.19230769230771,0.3615384615384616,-0.037692307692307636,0.20961538461538465,-0.05484866800734504,0.08461538461538462,1,0.9753,1,0.9576,1,0.9316,1,0.9274,1,0.7915,1,0.9171,1,0.9337,1,0.928,0,0.3995
s1515_n577,577,103.9688041594454,0.7487001733102252,-0.7620450606585788,0.49046793760831886,0.7503469104008448,0.048526863084922,1,0.9999,1,0.9994,1,0.9983,1,0.9994,1,0.9997,1,0.9998,1,0.9989,1,0.9996,1,0.9989
s1516_n644,644,76.36645962732919,0.43478260869565216,-1.2473602484472055,0.2236024844720497,-0.18105467858723137,0.040372670807453416,1,0.997,1,0.9918,1,0.9763,1,0.9643,1,0.9905,1,0.9687,1,0.7653,0,0.0108,0,0.0002292
s1517_n696,696,80.25862068965517,0.2859195402298851,0.43218390804597706,0.10344827586206898,1.863322860120456,0.04454022988505747,0,0.1979,0,0.3312,0,0.1304,0,0.264,0,0.1057,0,0.04601,0,0.06269,0,0.006093,0,7.974e-05
s1518_n710,710,110.9718309859155,0.42676056338028173,-0.2302816901408451,0.2535211267605634,2.2576785748691846,0.008450704225352114,0,0.243,0,0.2169,0,0.03307,0,0.1654,0,0.1509,0,0.08997,0,0.08015,0,0.0007089,0,5.384e-06
s1519_n791,791,86.94058154235145,0.538558786346397,-0.7508217446270546,0.34260429835651074,-0.08618614761628333,0.04677623261694058,1,0.9999,1,0.9999,1,0.9999,1,0.9975,1,0.9993,1,0.9994,1,0.9734,0,0.007097,0,0.000694
s1520_n327,327,78.65443425076452,0.4311926605504587,-0.1896024464831806,0.21406727828746175,0.3010299956639811,0.1253822629969419,1,0.945,1,0.912,1,0.9498,1,0.8017,1,0.676,1,0.6394,1,0.5227,0,0.34,0,0.00808
s1521_n383,383,79.03394255874674,0.4360313315926893,-0.46684073107049573,0.26370757180156656,0.059121452118656596,0.1279373368146214,1,0.9829,1,0.9792,1,0.9565,1,0.9448,1,0.9657,1,0.9894,1,0.9846,1,0.9871,1,0.9379
s1522_n425,425,109.88235294117648,0.6117647058823529,-0.7282352941176472,0.40235294117647064,0.2205103988440942,0.021176470588235293,1,1.0,1,1.0,1,1.0,1,0.9997,1,0.9999,1,0.9998,1,0.9938,0,0.004534,0,4.753e-05
s1523_n472,472,112.66949152542371,0.586864406779661,-0.2061440677966106,0.3241525423728813,-0.01681349900965002,0.014830508474576272,1,0.9993,1,0.9998,1,0.9999,1,0.9982,1,0.9985,1,0.9992,1,0.9705,0,0.003826,0,0.0008837
s1524_n511,511,121.33072407045009,0.3561643835616438,-0.40880626223091987,0.0821917808219178,0.5314789170422551,0.029354207436399216,0,0.05048,0,0.01983,0,0.02112,0,0.05385,0,0.00119,0,0.03343,0,0.0003614,0,0.002414,0,9.771e-06
s1525_n577,577,84.4367417677643,0.5493934142114384,-0.6547660311958406,0.37954939341421146,1.2808266095756942,0.010398613518197573,1,0.9119,1,0.778,1,0.7789,1,0.9312,1,0.9241,1,0.9405,1,0.5513,1,0.7548,0,0.2626
s1526_n616,616,69.85389610389609,0.2418831168831169,-0.6905844155844155,0.0698051948051948,0.17609125905568124,0.04220779220779221,1,0.5697,0,0.3903,0,0.2104,0,0.293,0,0.0561,0,0.1753,0,0.005044,0,0.003665,0,8.271e-05
s1527_n663,663,75.3996983408748,0.521870286576169,-0.6511312217194568,0.35294117647058826,-0.20232660991388127,0.010558069381598794,1,0.9512,1,0.7263,1,0.7662,1,0.7177,1,0.7832,0,0.4735,0,0.02784,0,0.0002258,0,4.103e-05
s1528_n705,705,22.46808510638298,0.05106382978723404,-2.0441134751773045,0.0,0.0,0.0,0,0.007215,0,0.002757,0,0.0003214,0,0.001997,0,0.0005154,0,0.0001157,0,1.427e-05,0,9.823e-06,0,2.157e-07
s1529_n777,777,83.66795366795368,0.49806949806949813,-0.7314028314028311,0.4054054054054054,0.3364597338485295,0.08622908622908623,1,0.8146,1,0.5888,0,0.4896,1,0.6944,1,0.7953,1,0.9712,1,0.956,1,0.9252,0,0.4238
s1530_n335,335,80.50746268656717,0.41194029850746267,-0.9811940298507466,0.23582089552238802,0.010723865391773068,0.03880597014925373,1,0.973,1,0.9633,1,0.9515,1,0.9105,1,0.9422,0,0.4647,0,0.2716,0,0.0007349,0,8.439e-06
s1531_n381,381,47.585301837270336,0.09711286089238845,-0.38687664041994746,0.0,0.0,0.0,0,0.02535,0,0.03143,0,0.03638,0,0.02957,0,0.006059,0,0.0008159,0,0.0002909,0,9.574e-05,0,0.0002046
s1532_n415,415,97.42168674698794,0.5253012048192771,-0.6467469879518073,0.3807228915662651,0.109144469425068,0.1253012048192771,1,0.9997,1,0.9996,1,0.9994,1,0.9991,1,0.9986,1,0.9989,1,0.9938,1,0.9878,1,0.9894
s1533_n462,462,66.92640692640693,0.3701298701298702,-0.6409090909090911,0.22294372294372294,0.7140337507718948,0.06277056277056278,1,0.904,1,0.6557,1,0.6921,0,0.4797,1,0.6166,1,0.5779,0,0.4881,0,0.2197,0,0.006216
s1534_n543,543,108.23204419889503,0.6022099447513812,-0.8674033149171272,0.35174953959484345,0.14073300379153184,0.016574585635359115,1,0.9223,1,0.7808,1,0.5913,1,0.7316,1,0.7891,1,0.8211,1,0.9238,1,0.8085,0,0.1422
s1535_n556,556,122.19424460431657,0.6294964028776978,-0.48543165467625937,0.41366906474820136,0.23789840903388332,0.11510791366906475,1,1.0,1,1.0,1,0.9998,1,0.9998,1,0.9998,1,0.9999,1,0.9989,1,0.9983,1,0.9977
s1536_n629,629,91.51033386327504,0.5739268680445152,-0.45437201907790115,0.37042925278219396,0.6020599913279623,0.046104928457869634,1,0.9992,1,0.9821,1,0.9925,1,0.9723,1,0.9974,1,0.9985,1,0.9873,1,0.7887,0,0.2506
s1537_n662,662,128.71601208459217,0.5589123867069486,-0.3416918429003023,0.35196374622356497,0.11525146920516825,0.10725075528700906,1,0.9996,1,0.999,1,0.9939,1,0.9974,1,0.9967,1,0.9987,1,0.9835,1,0.9791,1,0.9914
s1538_n725,725,55.53103448275862,0.5103448275862069,-1.1320000000000003,0.3779310344827586,-1.4722687519252504,0.013793103448275862,0,0.1241,0,0.07462,0,0.02508,0,0.1352,0,0.01411,0,0.0006158,0,0.0001133,0,1.464e-06,0,3.96e-07
s1539_n754,754,73.22281167108753,0.6087533156498673,-1.1755968169761275,0.40848806366047746,0.758846095188257,0.08222811671087532,1,0.9994,1,0.9395,1,0.9803,1,0.9713,1,0.9944,1,0.9959,1,0.9904,1,0.9759,1,0.7796
s1540_n314,314,97.70700636942674,0.5254777070063694,-0.5292993630573248,0.28343949044585987,0.4458635609892203,0.0732484076433121,1,0.9786,1,0.9311,1,0.9363,1,0.6831,1,0.7825,1,0.7894,1,0.8967,1,0.9559,1,0.7317
s1541_n386,386,85.15544041450775,0.43005181347150256,-0.6139896373056993,0.26943005181347146,0.5105450102066121,0.04663212435233161,1,0.9857,1,0.9593,1,0.9489,1,0.8115,1,0.8986,1,0.9226,1,0.9412,1,0.8667,1,0.7853
s1542_n449,449,97.79510022271715,0.6057906458797326,-0.7786191536748331,0.36748329621380843,0.06775178426684307,0.066815144766147,1,0.9977,1,0.9966,1,0.9979,1,0.9679,1,0.9825,1,0.978,1,0.8564,0,0.0001168,0,5.645e-05
s1543_n492,492,98.6178861788618,0.5528455284552846,-0.6961382113821136,0.33536585365853655,-0.0887265639538552,0.06910569105691057,1,0.9644,1,0.9248,1,0.7733,1,0.9008,1,0.9716,1,0.978,1,0.9709,1,0.9854,1,0.7723
s1544_n547,547,81.18829981718466,0.40950639853747717,-0.8438756855575867,0.30347349177330896,0.020684598859851144,0.09689213893967094,1,0.9787,1,0.9346,1,0.8705,1,0.9204,1,0.7562,1,0.9623,1,0.5775,1,0.5412,1,0.8656
s1545_n591,591,115.1776649746193,0.38578680203045684,-0.5363790186125211,0.08460236886632826,0.16914239910035336,0.07614213197969544,1,0.9957,1,0.99,1,0.9747,1,0.8804,1,0.8789,1,0.5998,1,0.8888,1,0.7385,0,0.132
s1546_n646,646,121.74922600619193,0.7368421052631579,-0.5914860681114552,0.4891640866873065,0.5986537426360509,0.04643962848297213,1,0.9994,1,0.9946,1,0.9836,1,0.9953,1,0.9995,1,0.9996,1,0.9986,1,0.9992,1,0.9992
s1547_n676,676,40.828402366863905,0.10355029585798817,-0.9272189349112424,0.0,0.0,0.0014792899408284023,0,0.09897,0,0.1637,0,0.02045,0,0.08911,0,0.02808,0,0.007016,0,0.0003283,0,0.02024,0,0.00802
s1548_n709,709,83.34273624823697,0.3906911142454161,-0.7471086036671367,0.10155148095909733,0.4929155219028943,0.11706629055007052,0,0.4101,0,0.3919,0,0.2285,0,0.3746,0,0.1171,0,0.2052,0,0.0262,0,0.2545,0,0.0496
s1549_n757,757,116.52575957727875,0.6446499339498019,-0.45376486129458404,0.3698811096433289,0.433053628088362,0.09907529722589169,1,1.0,1,0.9999,1,0.9998,1,0.9998,1,0.9998,1,0.9998,1,0.9992,1,0.9989,1,0.9985
s1550_n344,344,117.00581395348838,0.5465116279069767,-0.5970930232558138,0.3430232558139535,0.19122500218473842,0.06976744186046512,1,0.9997,1,0.9994,1,0.9987,1,0.9973,1,0.996,1,0.9971,1,0.9791,1,0.9591,1,0.9833
s1551_n367,367,97.32970027247956,0.44686648501362397,-0.11117166212534058,0.2615803814713896,0.05324551195322513,0.021798365122615803,1,0.9479,1,0.9462,1,0.8697,1,0.7049,0,0.2308,0,0.09376,0,0.02351,0,0.00659,0,0.000965
s1552_n406,406,80.4679802955665,0.4556650246305419,-0.4721674876847288,0.28817733990147787,0.09526806594107962,0.06403940886699508,1,0.9997,1,0.9997,1,0.9997,1,0.9936,1,0.9967,1,0.9967,1,0.9768,0,0.07044,0,0.01936
s1553_n485,485,100.24742268041236,0.2865979381443299,-0.98659793814433,0.012371134020618556,0.2218487496163563,0.03711340206185567,1,0.9934,1,0.9816,1,0.9911,1,0.8256,0,0.3915,1,0.7313,1,0.9278,0,0.1377,0,0.0007541
s1554_n541,541,95.61922365988909,0.3142329020332717,-0.7927911275415896,0.04066543438077634,0.0,0.059149722735674676,0,0.1937,0,0.1246,0,0.3039,0,0.172,0,0.008801,0,0.004071,0,0.002708,0,2.741e-06,0,3.407e-09
s1555_n562,562,84.71530249110319,0.3665480427046263,-0.748932384341637,0.2419928825622776,-0.0377885608893998,0.0693950177935943,1,0.8979,1,0.7636,1,0.7263,1,0.8783,1,0.7401,1,0.9582,1,0.5648,1,0.5997,0,0.4713
s1556_n601,601,98.73544093178037,0.6073211314475873,-0.7936772046589016,0.4226289517470882,0.033946529527687855,0.016638935108153077,1,0.9998,1,0.9999,1,0.9999,1,0.9974,1,0.9991,1,0.9989,1,0.9045,0,0.00126,0,0.0002557
s1557_n667,667,83.08845577211395,0.47076461769115446,-0.4514242878560721,0.3103448275862069,0.5024271199844328,0.046476761619190406,1,0.9937,1,0.8525,1,0.9463,1,0.8899,1,0.9695,1,0.9215,1,0.7787,1,0.5114,0,0.1987
s1558_n726,726,115.09641873278235,0.5688705234159781,-0.3906336088154271,0.3663911845730028,0.1842091492778607,0.10606060606060606,1,0.9994,1,0.9993,1,0.9988,1,0.9987,1,0.9991,1,0.9992,1,0.997,1,0.9958,1,0.9958
s1559_n756,756,104.72222222222223,0.4417989417989418,-0.5794973544973542,0.2632275132275132,0.15280391493005158,0.0701058201058201,1,0.9413,1,0.8751,1,0.7371,1,0.9357,1,0.8228,1,0.9736,1,0.67,1,0.7956,1,0.7185
s1560_n332,332,90.90361445783132,0.36445783132530124,0.04668674698795183,0.20783132530120482,0.08591462870659324,0.03614457831325301,1,0.5213,1,0.611,0,0.3962,0,0.2271,0,0.0371,0,0.005251,0,0.004267,0,0.0009059,0,0.0005072
s1561_n393,393,107.15012722646311,0.5445292620865141,-0.721119592875318,0.4122137404580153,0.1172245998348599,0.11450381679389313,1,1.0,1,1.0,1,0.9999,1,0.9997,1,0.9995,1,0.9996,1,0.9953,1,0.9835,1,0.9943
s1562_n422,422,80.02369668246445,0.5924170616113743,-0.6893364928909952,0.3507109004739336,0.2373609157946039,0.1018957345971564,1,0.9995,1,0.9985,1,0.9988,1,0.9953,1,0.9989,1,0.9989,1,0.9967,1,0.9952,1,0.9577
s1563_n480,480,95.10416666666667,0.45208333333333334,-0.6041666666666667,0.32083333333333336,0.01113636611795956,0.0875,1,0.9997,1,0.9994,1,0.9984,1,0.9975,1,0.9934,1,0.9958,1,0.9898,1,0.9782,1,0.9875
s1564_n529,529,82.4007561436673,0.3799621928166352,-0.05727788279773144,0.2608695652173913,0.7294593264839192,0.022684310018903593,1,0.6319,0,0.2628,0,0.01404,0,0.04043,0,0.2153,0,0.1285,0,0.04213,0,0.002814,0,0.0002284
s1565_n577,577,93.34488734835355,0.3708838821490467,-0.5093587521663779,0.19757365684575387,-0.10534318054491922,0.09878682842287695,0,0.3953,0,0.294,0,0.2489,1,0.5434,0,0.1553,1,0.8018,0,0.0602,0,0.131,0,0.01121
s1566_n601,601,92.79534109816971,0.1913477537437604,0.5881863560732112,0.0033277870216306157,-0.4771212547196624,0.0016638935108153079,1,0.7121,1,0.6388,1,0.5647,1,0.7003,0,0.3216,0,0.2643,0,0.07775,0,0.0003632,0,6.274e-06
s1567_n691,691,112.73516642547033,0.39218523878437045,-0.27018813314037626,0.16063675832127353,0.27816711270447697,0.054992764109985534,0,0.1292,0,0.08668,0,0.09893,0,0.1325,0,0.01335,0,0.002837,0,0.02957,0,0.0008748,0,1.741e-05
s1568_n705,705,25.361702127659573,0.01702127659574468,-0.33390070921985815,0.0,0.0,0.0,0,0.02675,0,0.04544,0,0.005819,0,0.004002,0,0.005543,0,0.0001168,0,0.0001188,0,6.003e-05,0,9.994e-06
s1569_n774,774,90.94315245478037,0.4909560723514212,-0.35529715762273917,0.28294573643410853,0.027521073651262908,0.018087855297157625,1,0.997,1,0.9883,1,0.9922,1,0.938,1,0.9848,1,0.9753,0,0.4941,0,0.008877,0,0.00181
s1570_n336,336,88.36309523809523,0.33928571428571436,-0.2535714285714285,0.2470238095238095,0.1549019599857432,0.050595238095238096,1,0.8696,1,0.7686,1,0.7558,1,0.7549,1,0.5438,0,0.4105,0,0.1114,0,0.2356,0,0.05451
s1571_n388,388,96.98453608247422,0.5335051546391754,-0.46340206185566996,0.31958762886597936,0.12493873660829985,0.08762886597938144,1,0.9996,1,0.9998,1,0.9999,1,0.9988,1,0.9987,1,0.9992,1,0.9966,1,0.9588,1,0.9057
s1572_n443,443,93.31828442437923,0.39503386004514673,-0.6507900677200904,0.29571106094808125,0.032669116753368144,0.05869074492099323,1,0.8187,1,0.8659,1,0.852,1,0.9161,0,0.4279,1,0.8724,0,0.1931,0,0.3848,0,0.09945
s1573_n499,499,109.19839679358716,0.5511022044088176,-0.6144288577154308,0.38877755511022044,0.09790724532200508,0.09218436873747496,1,0.9994,1,0.9991,1,0.9991,1,0.999,1,0.999,1,0.9993,1,0.9971,1,0.9943,1,0.9924
s1574_n537,537,83.25884543761639,0.27560521415270023,0.24823091247672252,0.1042830540037244,0.278753600952829,0.03910614525139665,1,0.5764,1,0.5827,0,0.4924,0,0.4901,0,0.2191,0,0.06043,0,0.3134,0,0.2166,0,0.0006258
s1575_n588,588,56.4625850340136,0.2261904761904762,-0.34710884353741495,0.1921768707482993,2.0569048513364727,0.03231292517006803,0,0.1379,0,0.05208,0,0.01053,0,0.009242,0,0.08014,0,0.01511,0,0.007532,0,1.826e-05,0,1.604e-06
s1576_n619,619,106.89822294022615,0.3974151857835218,-0.7255250403877223,0.24394184168012922,0.03976712687148766,0.03231017770597738,1,0.9658,1,0.9718,1,0.9311,1,0.9175,1,0.6827,1,0.9244,1,0.8597,1,0.9443,1,0.5923
s1577_n682,682,110.02932551319648,0.7595307917888563,-0.6426686217008801,0.48240469208211145,0.9412775322749573,0.04398826979472141,1,0.9996,1,0.993,1,0.992,1,0.9942,1,0.9974,1,0.9992,1,0.9929,1,0.9875,1,0.9151
s1578_n728,728,113.18681318681318,0.7788461538461539,-0.6298076923076923,0.5082417582417582,0.8190064423025892,0.021978021978021976,1,1.0,1,0.9993,1,0.9991,1,0.9993,1,0.9998,1,1.0,1,0.9991,1,0.9998,1,0.9992
s1579_n781,781,133.71318822023045,0.5979513444302175,-0.3888604353393086,0.33674775928297057,0.21052247426505527,0.088348271446863,1,0.999,1,0.9961,1,0.9857,1,0.995,1,0.9902,1,0.9988,1,0.9837,1,0.9723,1,0.9931
s1580_n300,300,63.99999999999999,0.2733333333333333,-0.586,0.17666666666666667,0.4259687322722811,0.08333333333333333,1,0.5564,0,0.3441,0,0.123,0,0.1738,0,0.265,0,0.2036,0,0.02034,0,0.0035,0,0.0004747
s1581_n370,370,95.78378378378378,0.3783783783783784,-0.16216216216216223,0.2648648648648649,0.017374096069422723,0.062162162162162166,1,0.999,1,0.9975,1,0.9955,1,0.9925,1,0.9814,1,0.9874,1,0.9288,1,0.899,1,0.7802
s1582_n427,427,65.90163934426229,0.2529274004683841,-0.49320843091334887,0.07259953161592506,0.8603380065709938,0.09601873536299765,1,0.9771,1,0.9643,1,0.9348,1,0.9218,1,0.9182,1,0.9468,1,0.8402,1,0.7305,0,0.308
s1583_n482,482,105.64315352697096,0.5663900414937759,-0.37510373443983386,0.3526970954356846,-0.010100326904325828,0.01867219917012448,1,0.9992,1,0.9996,1,0.9998,1,0.9964,1,0.9978,1,0.9979,1,0.96,0,0.02399,0,0.01062
s1584_n511,511,75.61643835616438,0.45401174168297453,-0.7792563600782781,0.3131115459882583,0.07525095241919247,0.08610567514677103,1,0.9952,1,0.9892,1,0.9649,1,0.9501,1,0.9782,1,0.9901,1,0.9847,1,0.9754,1,0.9647
s1585_n568,568,87.16549295774647,0.32218309859154926,-0.4848591549295774,0.2007042253521127,0.6812412373755873,0.03169014084507042,0,0.3151,0,0.3092,0,0.4366,0,0.2973,0,0.1959,0,0.01823,0,0.05733,0,0.002687,0,0.0002166
s1586_n643,643,61.0886469673406,0.14774494556765164,-0.8256609642301712,0.0,0.0,0.031104199066874026,0,0.04297,0,0.03775,0,0.006452,0,0.02232,0,0.001202,0,0.0003789,0,0.0001355,0,0.0001582,0,1.222e-07
s1587_n682,682,106.21700879765395,0.40909090909090906,-0.15102639296187687,0.10997067448680352,0.6922366216770505,0.06158357771260997,1,0.8614,1,0.9152,1,0.7295,1,0.642,0,0.2087,0,0.08731,0,0.1257,0,0.1366,0,0.002
s1588_n742,742,83.73315363881402,0.2991913746630728,0.028167115902965084,0.11185983827493262,0.09231426131890726,0.03638814016172507,1,0.6952,1,0.7934,1,0.7145,1,0.6166,0,0.1385,0,0.06694,0,0.05012,0,0.0187,0,0.000207
s1589_n793,793,73.61916771752838,0.5952080706179067,-0.9673392181588903,0.4451450189155107,0.19658064744729303,0.021437578814627996,1,0.9752,1,0.7545,1,0.8839,1,0.9171,1,0.9787,1,0.9876,1,0.9215,0,0.4721,0,0.0148
s1590_n333,333,69.30930930930931,0.3603603603603604,-0.66036036036036,0.26726726726726724,0.08618614761628339,0.0870870870870871,1,0.9978,1,0.9968,1,0.9943,1,0.9818,1,0.9865,1,0.9823,1,0.9266,1,0.8886,1,0.5663
s1591_n363,363,99.91735537190083,0.44077134986225897,-0.5564738292011019,0.2865013774104683,0.0987541537064267,0.06060606060606061,1,0.9997,1,0.9997,1,0.9983,1,0.9975,1,0.9946,1,0.9964,1,0.9891,1,0.9816,1,0.9848
s1592_n433,433,103.09468822170902,0.4688221709006929,0.014087759815242407,0.25404157043879905,0.031034233739968817,0.03464203233256351,1,0.9997,1,0.9998,1,0.9998,1,0.9939,1,0.9971,1,0.9843,1,0.698,0,0.004099,0,0.004781
s1593_n488,488,107.90983606557376,0.4979508196721312,-0.653483606557377,0.35450819672131145,-0.07463361829690415,0.0778688524590164,1,0.824,1,0.8719,1,0.8279,1,0.8844,1,0.8736,1,0.9758,1,0.9473,1,0.975,1,0.9587
s1594_n531,531,103.63465160075329,0.568738229755179,-0.5687382297551791,0.3163841807909604,0.35587866367132615,0.06591337099811675,1,0.9999,1,0.9998,1,0.9991,1,0.9978,1,0.9981,1,0.9981,1,0.9927,1,0.9498,1,0.8688
s1595_n550,550,106.83636363636364,0.54,-0.8043636363636363,0.3890909090909091,-0.05637646657096909,0.03636363636363636,1,0.5201,0,0.3462,0,0.25,0,0.3766,0,0.3095,1,0.5372,1,0.849,1,0.8624,0,0.1385
s1596_n649,649,61.602465331278886,0.26194144838212635,-0.5568567026194147,0.2542372881355932,0.06775178426684307,0.09861325115562404,0,0.1826,0,0.2782,0,0.1476,0,0.2097,0,0.06436,0,0.114,0,0.09172,0,0.1672,0,0.009965
s1597_n690,690,112.47826086956523,0.5652173913043479,-0.5594202898550727,0.3115942028985507,0.7309721726881743,0.0608695652173913,1,0.9993,1,0.9961,1,0.9859,1,0.9785,1,0.99,1,0.9925,1,0.9721,1,0.9684,1,0.9612
s1598_n738,738,92.46612466124662,0.3021680216802168,-0.5888888888888889,0.1910569105691057,-0.36653154442041347,0.04607046070460705,0,0.0904,0,0.08572,0,0.07189,0,0.2187,0,0.02858,0,0.0202,0,0.006017,0,0.01264,0,1.456e-05
s1599_n324,324,97.31481481481481,0.48765432098765427,-0.17160493827160478,0.27469135802469136,0.24491405368504987,0.027777777777777776,1,0.9944,1,0.9904,1,0.9964,1,0.9793,1,0.9853,1,0.9801,1,0.9217,0,0.3682,1,0.5499
s1600_n395,395,82.45569620253164,0.46329113924050636,-0.8853164556962025,0.30886075949367087,0.22933677100890631,0.02531645569620253,1,0.9843,1,0.966,1,0.9736,1,0.8904,1,0.9598,1,0.8487,1,0.5893,0,0.07469,0,0.01183
