protein_id,seed,length,pdb,pt
s1716_n623,1716,623,samples/s1716_n623.pdb,samples/s1716_n623.pt
s1717_n675,1717,675,samples/s1717_n675.pdb,samples/s1717_n675.pt
s1718_n716,1718,716,samples/s1718_n716.pdb,samples/s1718_n716.pt
s1719_n795,1719,795,samples/s1719_n795.pdb,samples/s1719_n795.pt
s1720_n335,1720,335,samples/s1720_n335.pdb,samples/s1720_n335.pt
s1721_n351,1721,351,samples/s1721_n351.pdb,samples/s1721_n351.pt
s1722_n425,1722,425,samples/s1722_n425.pdb,samples/s1722_n425.pt
s1723_n486,1723,486,samples/s1723_n486.pdb,samples/s1723_n486.pt
s1724_n541,1724,541,samples/s1724_n541.pdb,samples/s1724_n541.pt
s1725_n559,1725,559,samples/s1725_n559.pdb,samples/s1725_n559.pt
s1726_n636,1726,636,samples/s1726_n636.pdb,samples/s1726_n636.pt
s1727_n692,1727,692,samples/s1727_n692.pdb,samples/s1727_n692.pt
s1728_n746,1728,746,samples/s1728_n746.pdb,samples/s1728_n746.pt
s1729_n798,1729,798,samples/s1729_n798.pdb,samples/s1729_n798.pt
s1730_n332,1730,332,samples/s1730_n332.pdb,samples/s1730_n332.pt
s1731_n375,1731,375,samples/s1731_n375.pdb,samples/s1731_n375.pt
s1732_n441,1732,441,samples/s1732_n441.pdb,samples/s1732_n441.pt
s1733_n495,1733,495,samples/s1733_n495.pdb,samples/s1733_n495.pt
s1734_n503,1734,503,samples/s1734_n503.pdb,samples/s1734_n503.pt
s1735_n587,1735,587,samples/s1735_n587.pdb,samples/s1735_n587.pt
s1736_n644,1736,644,samples/s1736_n644.pdb,samples/s1736_n644.pt
s1737_n682,1737,682,samples/s1737_n682.pdb,samples/s1737_n682.pt
s1738_n727,1738,727,samples/s1738_n727.pdb,samples/s1738_n727.pt
s1739_n766,1739,766,samples/s1739_n766.pdb,samples/s1739_n766.pt
s1740_n348,1740,348,samples/s1740_n348.pdb,samples/s1740_n348.pt
s1741_n371,1741,371,samples/s1741_n371.pdb,samples/s1741_n371.pt
s1742_n423,1742,423,samples/s1742_n423.pdb,samples/s1742_n423.pt
s1743_n468,1743,468,samples/s1743_n468.pdb,samples/s1743_n468.pt
s1744_n526,1744,526,samples/s1744_n526.pdb,samples/s1744_n526.pt
s1745_n570,1745,570,samples/s1745_n570.pdb,samples/s1745_n570.pt
s1746_n649,1746,649,samples/s1746_n649.pdb,samples/s1746_n649.pt
s1747_n663,1747,663,samples/s1747_n663.pdb,samples/s1747_n663.pt
s1748_n746,1748,746,samples/s1748_n746.pdb,samples/s1748_n746.pt
s1749_n777,1749,777,samples/s1749_n777.pdb,samples/s1749_n777.pt
s1750_n330,1750,330,samples/s1750_n330.pdb,samples/s1750_n330.pt
s1751_n392,1751,392,samples/s1751_n392.pdb,samples/s1751_n392.pt
s1752_n401,1752,401,samples/s1752_n401.pdb,samples/s1752_n401.pt
s1753_n481,1753,481,samples/s1753_n481.pdb,samples/s1753_n481.pt
s1754_n503,1754,503,samples/s1754_n503.pdb,samples/s1754_n503.pt
s1755_n571,1755,571,samples/s1755_n571.pdb,samples/s1755_n571.pt
s1756_n625,1756,625,samples/s1756_n625.pdb,samples/s1756_n625.pt
s1757_n672,1757,672,samples/s1757_n672.pdb,samples/s1757_n672.pt
s1758_n709,1758,709,samples/s1758_n709.pdb,samples/s1758_n709.pt
s1759_n752,1759,752,samples/s1759_n752.pdb,samples/s1759_n752.pt
s1760_n341,1760,341,samples/s1760_n341.pdb,samples/s1760_n341.pt
s1761_n370,1761,370,samples/s1761_n370.pdb,samples/s1761_n370.pt
s1762_n438,1762,438,samples/s1762_n438.pdb,samples/s1762_n438.pt
s1763_n462,1763,462,samples/s1763_n462.pdb,samples/s1763_n462.pt
s1764_n523,1764,523,samples/s1764_n523.pdb,samples/s1764_n523.pt
s1765_n556,1765,556,samples/s1765_n556.pdb,samples/s1765_n556.pt
s1766_n623,1766,623,samples/s1766_n623.pdb,samples/s1766_n623.pt
s1767_n671,1767,671,samples/s1767_n671.pdb,samples/s1767_n671.pt
s1768_n717,1768,717,samples/s1768_n717.pdb,samples/s1768_n717.pt
s1769_n750,1769,750,samples/s1769_n750.pdb,samples/s1769_n750.pt
s1770_n308,1770,308,samples/s1770_n308.pdb,samples/s1770_n308.pt
s1771_n356,1771,356,samples/s1771_n356.pdb,samples/s1771_n356.pt
s1772_n400,1772,400,samples/s1772_n400.pdb,samples/s1772_n400.pt
s1773_n491,1773,491,samples/s1773_n491.pdb,samples/s1773_n491.pt
s1774_n521,1774,521,samples/s1774_n521.pdb,samples/s1774_n521.pt
s1775_n575,1775,575,samples/s1775_n575.pdb,samples/s1775_n575.pt
s1776_n624,1776,624,samples/s1776_n624.pdb,samples/s1776_n624.pt
s1777_n668,1777,668,samples/s1777_n668.pdb,samples/s1777_n668.pt
s1778_n725,1778,725,samples/s1778_n725.pdb,samples/s1778_n725.pt
s1779_n784,1779,784,samples/s1779_n784.pdb,samples/s1779_n784.pt
s1780_n320,1780,320,samples/s1780_n320.pdb,samples/s1780_n320.pt
s1781_n358,1781,358,samples/s1781_n358.pdb,samples/s1781_n358.pt
s1782_n441,1782,441,samples/s1782_n441.pdb,samples/s1782_n441.pt
s1783_n495,1783,495,samples/s1783_n495.pdb,samples/s1783_n495.pt
s1784_n516,1784,516,samples/s1784_n516.pdb,samples/s1784_n516.pt
s1785_n564,1785,564,samples/s1785_n564.pdb,samples/s1785_n564.pt
s1786_n610,1786,610,samples/s1786_n610.pdb,samples/s1786_n610.pt
s1787_n675,1787,675,samples/s1787_n675.pdb,samples/s1787_n675.pt
s1788_n706,1788,706,samples/s1788_n706.pdb,samples/s1788_n706.pt
s1789_n768,1789,768,samples/s1789_n768.pdb,samples/s1789_n768.pt
s1790_n312,1790,312,samples/s1790_n312.pdb,samples/s1790_n312.pt
s1791_n381,1791,381,samples/s1791_n381.pdb,samples/s1791_n381.pt
s1792_n410,1792,410,samples/s1792_n410.pdb,samples/s1792_n410.pt
s1793_n476,1793,476,samples/s1793_n476.pdb,samples/s1793_n476.pt
s1794_n503,1794,503,samples/s1794_n503.pdb,samples/s1794_n503.pt
s1795_n596,1795,596,samples/s1795_n596.pdb,samples/s1795_n596.pt
s1796_n607,1796,607,samples/s1796_n607.pdb,samples/s1796_n607.pt
s1797_n653,1797,653,samples/s1797_n653.pdb,samples/s1797_n653.pt
s1798_n747,1798,747,samples/s1798_n747.pdb,samples/s1798_n747.pt
s1799_n798,1799,798,samples/s1799_n798.pdb,samples/s1799_n798.pt
s1800_n348,1800,348,samples/s1800_n348.pdb,samples/s1800_n348.pt
s1801_n378,1801,378,samples/s1801_n378.pdb,samples/s1801_n378.pt
s1802_n400,1802,400,samples/s1802_n400.pdb,samples/s1802_n400.pt
s1803_n468,1803,468,samples/s1803_n468.pdb,samples/s1803_n468.pt
s1804_n529,1804,529,samples/s1804_n529.pdb,samples/s1804_n529.pt
s1805_n591,1805,591,samples/s1805_n591.pdb,samples/s1805_n591.pt
s1806_n637,1806,637,samples/s1806_n637.pdb,samples/s1806_n637.pt
s1807_n693,1807,693,samples/s1807_n693.pdb,samples/s1807_n693.pt
s1808_n722,1808,722,samples/s1808_n722.pdb,samples/s1808_n722.pt
s1809_n765,1809,765,samples/s1809_n765.pdb,samples/s1809_n765.pt
s1810_n317,1810,317,samples/s1810_n317.pdb,samples/s1810_n317.pt
s1811_n378,1811,378,samples/s1811_n378.pdb,samples/s1811_n378.pt
s1812_n421,1812,421,samples/s1812_n421.pdb,samples/s1812_n421.pt
s1813_n458,1813,458,samples/s1813_n458.pdb,samples/s1813_n458.pt
s1814_n538,1814,538,samples/s1814_n538.pdb,samples/s1814_n538.pt
s1815_n590,1815,590,samples/s1815_n590.pdb,samples/s1815_n590.pt
s1816_n615,1816,615,samples/s1816_n615.pdb,samples/s1816_n615.pt
s1817_n662,1817,662,samples/s1817_n662.pdb,samples/s1817_n662.pt
s1818_n710,1818,710,samples/s1818_n710.pdb,samples/s1818_n710.pt
s1819_n773,1819,773,samples/s1819_n773.pdb,samples/s1819_n773.pt
s1820_n346,1820,346,samples/s1820_n346.pdb,samples/s1820_n346.pt
s1821_n364,1821,364,samples/s1821_n364.pdb,samples/s1821_n364.pt
s1822_n425,1822,425,samples/s1822_n425.pdb,samples/s1822_n425.pt
s1823_n471,1823,471,samples/s1823_n471.pdb,samples/s1823_n471.pt
s1824_n514,1824,514,samples/s1824_n514.pdb,samples/s1824_n514.pt
s1825_n594,1825,594,samples/s1825_n594.pdb,samples/s1825_n594.pt
s1826_n647,1826,647,samples/s1826_n647.pdb,samples/s1826_n647.pt
s1827_n683,1827,683,samples/s1827_n683.pdb,samples/s1827_n683.pt
s1828_n741,1828,741,samples/s1828_n741.pdb,samples/s1828_n741.pt
s1829_n794,1829,794,samples/s1829_n794.pdb,samples/s1829_n794.pt
s1830_n349,1830,349,samples/s1830_n349.pdb,samples/s1830_n349.pt
s1831_n390,1831,390,samples/s1831_n390.pdb,samples/s1831_n390.pt
s1832_n429,1832,429,samples/s1832_n429.pdb,samples/s1832_n429.pt
s1833_n462,1833,462,samples/s1833_n462.pdb,samples/s1833_n462.pt
s1834_n530,1834,530,samples/s1834_n530.pdb,samples/s1834_n530.pt
s1835_n556,1835,556,samples/s1835_n556.pdb,samples/s1835_n556.pt
s1836_n647,1836,647,samples/s1836_n647.pdb,samples/s1836_n647.pt
s1837_n667,1837,667,samples/s1837_n667.pdb,samples/s1837_n667.pt
s1838_n704,1838,704,samples/s1838_n704.pdb,samples/s1838_n704.pt
s1839_n762,1839,762,samples/s1839_n762.pdb,samples/s1839_n762.pt
s1840_n315,1840,315,samples/s1840_n315.pdb,samples/s1840_n315.pt
s1841_n356,1841,356,samples/s1841_n356.pdb,samples/s1841_n356.pt
s1842_n401,1842,401,samples/s1842_n401.pdb,samples/s1842_n401.pt
s1843_n461,1843,461,samples/s1843_n461.pdb,samples/s1843_n461.pt
s1844_n517,1844,517,samples/s1844_n517.pdb,samples/s1844_n517.pt
s1845_n553,1845,553,samples/s1845_n553.pdb,samples/s1845_n553.pt
s1846_n619,1846,619,samples/s1846_n619.pdb,samples/s1846_n619.pt
s1847_n677,1847,677,samples/s1847_n677.pdb,samples/s1847_n677.pt
s1848_n716,1848,716,samples/s1848_n716.pdb,samples/s1848_n716.pt
s1849_n785,1849,785,samples/s1849_n785.pdb,samples/s1849_n785.pt
s1850_n349,1850,349,samples/s1850_n349.pdb,samples/s1850_n349.pt
s1851_n365,1851,365,samples/s1851_n365.pdb,samples/s1851_n365.pt
s1852_n444,1852,444,samples/s1852_n444.pdb,samples/s1852_n444.pt
s1853_n465,1853,465,samples/s1853_n465.pdb,samples/s1853_n465.pt
s1854_n518,1854,518,samples/s1854_n518.pdb,samples/s1854_n518.pt
s1855_n551,1855,551,samples/s1855_n551.pdb,samples/s1855_n551.pt
s1856_n635,1856,635,samples/s1856_n635.pdb,samples/s1856_n635.pt
s1857_n686,1857,686,samples/s1857_n686.pdb,samples/s1857_n686.pt
s1858_n705,1858,705,samples/s1858_n705.pdb,samples/s1858_n705.pt
s1859_n755,1859,755,samples/s1859_n755.pdb,samples/s1859_n755.pt
s1860_n338,1860,338,samples/s1860_n338.pdb,samples/s1860_n338.pt
s1861_n380,1861,380,samples/s1861_n380.pdb,samples/s1861_n380.pt
s1862_n437,1862,437,samples/s1862_n437.pdb,samples/s1862_n437.pt
s1863_n486,1863,486,samples/s1863_n486.pdb,samples/s1863_n486.pt
s1864_n540,1864,540,samples/s1864_n540.pdb,samples/s1864_n540.pt
s1865_n553,1865,553,samples/s1865_n553.pdb,samples/s1865_n553.pt
s1866_n617,1866,617,samples/s1866_n617.pdb,samples/s1866_n617.pt
s1867_n674,1867,674,samples/s1867_n674.pdb,samples/s1867_n674.pt
s1868_n717,1868,717,samples/s1868_n717.pdb,samples/s1868_n717.pt
s1869_n795,1869,795,samples/s1869_n795.pdb,samples/s1869_n795.pt
s1870_n301,1870,301,samples/s1870_n301.pdb,samples/s1870_n301.pt
s1871_n389,1871,389,samples/s1871_n389.pdb,samples/s1871_n389.pt
s1872_n436,1872,436,samples/s1872_n436.pdb,samples/s1872_n436.pt
s1873_n477,1873,477,samples/s1873_n477.pdb,samples/s1873_n477.pt
s1874_n517,1874,517,samples/s1874_n517.pdb,samples/s1874_n517.pt
s1875_n572,1875,572,samples/s1875_n572.pdb,samples/s1875_n572.pt
s1876_n611,1876,611,samples/s1876_n611.pdb,samples/s1876_n611.pt
s1877_n671,1877,671,samples/s1877_n671.pdb,samples/s1877_n671.pt
s1878_n704,1878,704,samples/s1878_n704.pdb,samples/s1878_n704.pt
s1879_n788,1879,788,samples/s1879_n788.pdb,samples/s1879_n788.pt
s1880_n336,1880,336,samples/s1880_n336.pdb,samples/s1880_n336.pt
s1881_n380,1881,380,samples/s1881_n380.pdb,samples/s1881_n380.pt
s1882_n400,1882,400,samples/s1882_n400.pdb,samples/s1882_n400.pt
s1883_n487,1883,487,samples/s1883_n487.pdb,samples/s1883_n487.pt
s1884_n522,1884,522,samples/s1884_n522.pdb,samples/s1884_n522.pt
s1885_n586,1885,586,samples/s1885_n586.pdb,samples/s1885_n586.pt
s1886_n638,1886,638,samples/s1886_n638.pdb,samples/s1886_n638.pt
s1887_n676,1887,676,samples/s1887_n676.pdb,samples/s1887_n676.pt
s1888_n718,1888,718,samples/s1888_n718.pdb,samples/s1888_n718.pt
s1889_n776,1889,776,samples/s1889_n776.pdb,samples/s1889_n776.pt
s1890_n335,1890,335,samples/s1890_n335.pdb,samples/s1890_n335.pt
s1891_n351,1891,351,samples/s1891_n351.pdb,samples/s1891_n351.pt
s1892_n422,1892,422,samples/s1892_n422.pdb,samples/s1892_n422.pt
s1893_n450,1893,450,samples/s1893_n450.pdb,samples/s1893_n450.pt
s1894_n523,1894,523,samples/s1894_n523.pdb,samples/s1894_n523.pt
s1895_n556,1895,556,samples/s1895_n556.pdb,samples/s1895_n556.pt
s1896_n603,1896,603,samples/s1896_n603.pdb,samples/s1896_n603.pt
s1897_n697,1897,697,samples/s1897_n697.pdb,samples/s1897_n697.pt
s1898_n707,1898,707,samples/s1898_n707.pdb,samples/s1898_n707.pt
s1899_n788,1899,788,samples/s1899_n788.pdb,samples/s1899_n788.pt
s1900_n309,1900,309,samples/s1900_n309.pdb,samples/s1900_n309.pt
s1901_n375,1901,375,samples/s1901_n375.pdb,samples/s1901_n375.pt
s1902_n400,1902,400,samples/s1902_n400.pdb,samples/s1902_n400.pt
s1903_n489,1903,489,samples/s1903_n489.pdb,samples/s1903_n489.pt
s1904_n520,1904,520,samples/s1904_n520.pdb,samples/s1904_n520.pt
s1905_n570,1905,570,samples/s1905_n570.pdb,samples/s1905_n570.pt
s1906_n628,1906,628,samples/s1906_n628.pdb,samples/s1906_n628.pt
s1907_n662,1907,662,samples/s1907_n662.pdb,samples/s1907_n662.pt
s1908_n744,1908,744,samples/s1908_n744.pdb,samples/s1908_n744.pt
s1909_n796,1909,796,samples/s1909_n796.pdb,samples/s1909_n796.pt
s1910_n322,1910,322,samples/s1910_n322.pdb,samples/s1910_n322.pt
s1911_n365,1911,365,samples/s1911_n365.pdb,samples/s1911_n365.pt
s1912_n402,1912,402,samples/s1912_n402.pdb,samples/s1912_n402.pt
s1913_n490,1913,490,samples/s1913_n490.pdb,samples/s1913_n490.pt
s1914_n507,1914,507,samples/s1914_n507.pdb,samples/s1914_n507.pt
s1915_n556,1915,556,samples/s1915_n556.pdb,samples/s1915_n556.pt
s1916_n630,1916,630,samples/s1916_n630.pdb,samples/s1916_n630.pt
s1917_n695,1917,695,samples/s1917_n695.pdb,samples/s1917_n695.pt
s1918_n734,1918,734,samples/s1918_n734.pdb,samples/s1918_n734.pt
s1919_n769,1919,769,samples/s1919_n769.pdb,samples/s1919_n769.pt
s1920_n326,1920,326,samples/s1920_n326.pdb,samples/s1920_n326.pt
s1921_n390,1921,390,samples/s1921_n390.pdb,samples/s1921_n390.pt
s1922_n429,1922,429,samples/s1922_n429.pdb,samples/s1922_n429.pt
s1923_n479,1923,479,samples/s1923_n479.pdb,samples/s1923_n479.pt
s1924_n501,1924,501,samples/s1924_n501.pdb,samples/s1924_n501.pt
s1925_n590,1925,590,samples/s1925_n590.pdb,samples/s1925_n590.pt
s1926_n639,1926,639,samples/s1926_n639.pdb,samples/s1926_n639.pt
s1927_n698,1927,698,samples/s1927_n698.pdb,samples/s1927_n698.pt
s1928_n704,1928,704,samples/s1928_n704.pdb,samples/s1928_n704.pt
s1929_n767,1929,767,samples/s1929_n767.pdb,samples/s1929_n767.pt
s1930_n316,1930,316,samples/s1930_n316.pdb,samples/s1930_n316.pt
s1931_n385,1931,385,samples/s1931_n385.pdb,samples/s1931_n385.pt
s1932_n440,1932,440,samples/s1932_n440.pdb,samples/s1932_n440.pt
s1933_n470,1933,470,samples/s1933_n470.pdb,samples/s1933_n470.pt
s1934_n544,1934,544,samples/s1934_n544.pdb,samples/s1934_n544.pt
s1935_n593,1935,593,samples/s1935_n593.pdb,samples/s1935_n593.pt
s1936_n639,1936,639,samples/s1936_n639.pdb,samples/s1936_n639.pt
s1937_n696,1937,696,samples/s1937_n696.pdb,samples/s1937_n696.pt
s1938_n749,1938,749,samples/s1938_n749.pdb,samples/s1938_n749.pt
s1939_n782,1939,782,samples/s1939_n782.pdb,samples/s1939_n782.pt
s1940_n309,1940,309,samples/s1940_n309.pdb,samples/s1940_n309.pt
s1941_n398,1941,398,samples/s1941_n398.pdb,samples/s1941_n398.pt
s1942_n441,1942,441,samples/s1942_n441.pdb,samples/s1942_n441.pt
s1943_n474,1943,474,samples/s1943_n474.pdb,samples/s1943_n474.pt
s1944_n527,1944,527,samples/s1944_n527.pdb,samples/s1944_n527.pt
s1945_n551,1945,551,samples/s1945_n551.pdb,samples/s1945_n551.pt
s1946_n611,1946,611,samples/s1946_n611.pdb,samples/s1946_n611.pt
s1947_n676,1947,676,samples/s1947_n676.pdb,samples/s1947_n676.pt
s1948_n712,1948,712,samples/s1948_n712.pdb,samples/s1948_n712.pt
s1949_n764,1949,764,samples/s1949_n764.pdb,samples/s1949_n764.pt
s1950_n314,1950,314,samples/s1950_n314.pdb,samples/s1950_n314.pt
s1951_n361,1951,361,samples/s1951_n361.pdb,samples/s1951_n361.pt
s1952_n411,1952,411,samples/s1952_n411.pdb,samples/s1952_n411.pt
s1953_n450,1953,450,samples/s1953_n450.pdb,samples/s1953_n450.pt
s1954_n509,1954,509,samples/s1954_n509.pdb,samples/s1954_n509.pt
s1955_n574,1955,574,samples/s1955_n574.pdb,samples/s1955_n574.pt
s1956_n648,1956,648,samples/s1956_n648.pdb,samples/s1956_n648.pt
s1957_n697,1957,697,samples/s1957_n697.pdb,samples/s1957_n697.pt
s1958_n713,1958,713,samples/s1958_n713.pdb,samples/s1958_n713.pt
s1959_n770,1959,770,samples/s1959_n770.pdb,samples/s1959_n770.pt
s1960_n347,1960,347,samples/s1960_n347.pdb,samples/s1960_n347.pt
s1961_n374,1961,374,samples/s1961_n374.pdb,samples/s1961_n374.pt
s1962_n449,1962,449,samples/s1962_n449.pdb,samples/s1962_n449.pt
s1963_n458,1963,458,samples/s1963_n458.pdb,samples/s1963_n458.pt
s1964_n508,1964,508,samples/s1964_n508.pdb,samples/s1964_n508.pt
s1965_n565,1965,565,samples/s1965_n565.pdb,samples/s1965_n565.pt
s1966_n648,1966,648,samples/s1966_n648.pdb,samples/s1966_n648.pt
s1967_n689,1967,689,samples/s1967_n689.pdb,samples/s1967_n689.pt
s1968_n708,1968,708,samples/s1968_n708.pdb,samples/s1968_n708.pt
s1969_n765,1969,765,samples/s1969_n765.pdb,samples/s1969_n765.pt
s1970_n332,1970,332,samples/s1970_n332.pdb,samples/s1970_n332.pt
s1971_n399,1971,399,samples/s1971_n399.pdb,samples/s1971_n399.pt
s1972_n438,1972,438,samples/s1972_n438.pdb,samples/s1972_n438.pt
s1973_n482,1973,482,samples/s1973_n482.pdb,samples/s1973_n482.pt
s1974_n501,1974,501,samples/s1974_n501.pdb,samples/s1974_n501.pt
s1975_n588,1975,588,samples/s1975_n588.pdb,samples/s1975_n588.pt
s1976_n621,1976,621,samples/s1976_n621.pdb,samples/s1976_n621.pt
s1977_n695,1977,695,samples/s1977_n695.pdb,samples/s1977_n695.pt
s1978_n724,1978,724,samples/s1978_n724.pdb,samples/s1978_n724.pt
s1979_n779,1979,779,samples/s1979_n779.pdb,samples/s1979_n779.pt
s1980_n317,1980,317,samples/s1980_n317.pdb,samples/s1980_n317.pt
s1981_n375,1981,375,samples/s1981_n375.pdb,samples/s1981_n375.pt
s1982_n427,1982,427,samples/s1982_n427.pdb,samples/s1982_n427.pt
s1983_n498,1983,498,samples/s1983_n498.pdb,samples/s1983_n498.pt
s1984_n525,1984,525,samples/s1984_n525.pdb,samples/s1984_n525.pt
s1985_n590,1985,590,samples/s1985_n590.pdb,samples/s1985_n590.pt
s1986_n623,1986,623,samples/s1986_n623.pdb,samples/s1986_n623.pt
s1987_n663,1987,663,samples/s1987_n663.pdb,samples/s1987_n663.pt
s1988_n706,1988,706,samples/s1988_n706.pdb,samples/s1988_n706.pt
s1989_n752,1989,752,samples/s1989_n752.pdb,samples/s1989_n752.pt
s1990_n320,1990,320,samples/s1990_n320.pdb,samples/s1990_n320.pt
s1991_n396,1991,396,samples/s1991_n396.pdb,samples/s1991_n396.pt
s1992_n426,1992,426,samples/s1992_n426.pdb,samples/s1992_n426.pt
s1993_n498,1993,498,samples/s1993_n498.pdb,samples/s1993_n498.pt
s1994_n537,1994,537,samples/s1994_n537.pdb,samples/s1994_n537.pt
s1995_n569,1995,569,samples/s1995_n569.pdb,samples/s1995_n569.pt
s1996_n619,1996,619,samples/s1996_n619.pdb,samples/s1996_n619.pt
s1997_n653,1997,653,samples/s1997_n653.pdb,samples/s1997_n653.pt
s1998_n731,1998,731,samples/s1998_n731.pdb,samples/s1998_n731.pt
s1999_n795,1999,795,samples/s1999_n795.pdb,samples/s1999_n795.pt
