header,subrun,orig_id,length,source_path,camsol_ph7,pH
noise_aware_highw__tango_min_w48__s47_n500,tango_min_w48,s47_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s47_n500.pdb,-1.442467,7.00
noise_aware_highw__tango_min_w48__s48_n300,tango_min_w48,s48_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s48_n300.pdb,3.883436,7.00
noise_aware_highw__tango_min_w48__s48_n400,tango_min_w48,s48_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s48_n400.pdb,2.998935,7.00
noise_aware_highw__tango_min_w48__s48_n500,tango_min_w48,s48_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s48_n500.pdb,1.596268,7.00
noise_aware_highw__tango_min_w48__s49_n300,tango_min_w48,s49_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s49_n300.pdb,0.966661,7.00
noise_aware_highw__tango_min_w48__s49_n400,tango_min_w48,s49_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s49_n400.pdb,1.776982,7.00
noise_aware_highw__tango_min_w48__s49_n500,tango_min_w48,s49_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s49_n500.pdb,3.067301,7.00
noise_aware_highw__tango_min_w48__s50_n300,tango_min_w48,s50_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s50_n300.pdb,2.368260,7.00
noise_aware_highw__tango_min_w48__s50_n400,tango_min_w48,s50_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s50_n400.pdb,3.579823,7.00
noise_aware_highw__tango_min_w48__s50_n500,tango_min_w48,s50_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s50_n500.pdb,1.396555,7.00
noise_aware_highw__tango_min_w48__s51_n300,tango_min_w48,s51_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s51_n300.pdb,3.550143,7.00
noise_aware_highw__tango_min_w48__s51_n400,tango_min_w48,s51_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s51_n400.pdb,2.212870,7.00
noise_aware_highw__tango_min_w48__s51_n500,tango_min_w48,s51_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s51_n500.pdb,-0.169920,7.00
noise_aware_highw__tango_min_w48__s52_n300,tango_min_w48,s52_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s52_n300.pdb,3.278604,7.00
noise_aware_highw__tango_min_w48__s52_n400,tango_min_w48,s52_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s52_n400.pdb,2.653529,7.00
noise_aware_highw__tango_min_w48__s52_n500,tango_min_w48,s52_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s52_n500.pdb,3.096452,7.00
noise_aware_highw__tango_min_w48__s53_n300,tango_min_w48,s53_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s53_n300.pdb,2.583746,7.00
noise_aware_highw__tango_min_w48__s53_n400,tango_min_w48,s53_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s53_n400.pdb,3.297965,7.00
noise_aware_highw__tango_min_w48__s53_n500,tango_min_w48,s53_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s53_n500.pdb,0.468012,7.00
noise_aware_highw__tango_min_w48__s54_n300,tango_min_w48,s54_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s54_n300.pdb,1.920333,7.00
noise_aware_highw__tango_min_w48__s54_n400,tango_min_w48,s54_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s54_n400.pdb,3.464989,7.00
noise_aware_highw__tango_min_w48__s54_n500,tango_min_w48,s54_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s54_n500.pdb,0.853279,7.00
noise_aware_highw__tango_min_w48__s55_n300,tango_min_w48,s55_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s55_n300.pdb,2.559548,7.00
noise_aware_highw__tango_min_w48__s55_n400,tango_min_w48,s55_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s55_n400.pdb,1.841757,7.00
noise_aware_highw__tango_min_w48__s55_n500,tango_min_w48,s55_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s55_n500.pdb,2.478542,7.00
noise_aware_highw__tango_min_w48__s56_n300,tango_min_w48,s56_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s56_n300.pdb,3.667808,7.00
noise_aware_highw__tango_min_w48__s56_n400,tango_min_w48,s56_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s56_n400.pdb,1.303089,7.00
noise_aware_highw__tango_min_w48__s56_n500,tango_min_w48,s56_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s56_n500.pdb,3.174912,7.00
noise_aware_highw__tango_min_w48__s57_n300,tango_min_w48,s57_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s57_n300.pdb,2.780502,7.00
noise_aware_highw__tango_min_w48__s57_n400,tango_min_w48,s57_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s57_n400.pdb,2.583054,7.00
noise_aware_highw__tango_min_w48__s57_n500,tango_min_w48,s57_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w48/guided/s57_n500.pdb,1.538331,7.00
noise_aware_highw__tango_min_w64__s42_n300,tango_min_w64,s42_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s42_n300.pdb,2.839523,7.00
noise_aware_highw__tango_min_w64__s42_n400,tango_min_w64,s42_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s42_n400.pdb,3.416701,7.00
noise_aware_highw__tango_min_w64__s42_n500,tango_min_w64,s42_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s42_n500.pdb,2.878784,7.00
noise_aware_highw__tango_min_w64__s43_n300,tango_min_w64,s43_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s43_n300.pdb,3.282718,7.00
noise_aware_highw__tango_min_w64__s43_n400,tango_min_w64,s43_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s43_n400.pdb,3.420487,7.00
noise_aware_highw__tango_min_w64__s43_n500,tango_min_w64,s43_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s43_n500.pdb,4.161003,7.00
noise_aware_highw__tango_min_w64__s44_n300,tango_min_w64,s44_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s44_n300.pdb,1.658667,7.00
noise_aware_highw__tango_min_w64__s44_n400,tango_min_w64,s44_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s44_n400.pdb,-0.367008,7.00
noise_aware_highw__tango_min_w64__s44_n500,tango_min_w64,s44_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s44_n500.pdb,3.084175,7.00
noise_aware_highw__tango_min_w64__s45_n300,tango_min_w64,s45_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s45_n300.pdb,3.332521,7.00
noise_aware_highw__tango_min_w64__s45_n400,tango_min_w64,s45_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s45_n400.pdb,4.663671,7.00
noise_aware_highw__tango_min_w64__s45_n500,tango_min_w64,s45_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s45_n500.pdb,3.777279,7.00
noise_aware_highw__tango_min_w64__s46_n300,tango_min_w64,s46_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s46_n300.pdb,3.111203,7.00
noise_aware_highw__tango_min_w64__s46_n400,tango_min_w64,s46_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s46_n400.pdb,0.649134,7.00
noise_aware_highw__tango_min_w64__s46_n500,tango_min_w64,s46_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s46_n500.pdb,1.846586,7.00
noise_aware_highw__tango_min_w64__s47_n300,tango_min_w64,s47_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s47_n300.pdb,4.036709,7.00
noise_aware_highw__tango_min_w64__s47_n400,tango_min_w64,s47_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s47_n400.pdb,6.602693,7.00
noise_aware_highw__tango_min_w64__s47_n500,tango_min_w64,s47_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s47_n500.pdb,-0.083116,7.00
noise_aware_highw__tango_min_w64__s48_n300,tango_min_w64,s48_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s48_n300.pdb,4.226198,7.00
noise_aware_highw__tango_min_w64__s48_n400,tango_min_w64,s48_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s48_n400.pdb,3.355743,7.00
noise_aware_highw__tango_min_w64__s48_n500,tango_min_w64,s48_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s48_n500.pdb,2.316305,7.00
noise_aware_highw__tango_min_w64__s49_n300,tango_min_w64,s49_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s49_n300.pdb,1.914038,7.00
noise_aware_highw__tango_min_w64__s49_n400,tango_min_w64,s49_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s49_n400.pdb,2.012460,7.00
noise_aware_highw__tango_min_w64__s49_n500,tango_min_w64,s49_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s49_n500.pdb,3.695674,7.00
noise_aware_highw__tango_min_w64__s50_n300,tango_min_w64,s50_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s50_n300.pdb,2.465988,7.00
noise_aware_highw__tango_min_w64__s50_n400,tango_min_w64,s50_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s50_n400.pdb,4.145836,7.00
noise_aware_highw__tango_min_w64__s50_n500,tango_min_w64,s50_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s50_n500.pdb,2.291079,7.00
noise_aware_highw__tango_min_w64__s51_n300,tango_min_w64,s51_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s51_n300.pdb,3.930850,7.00
noise_aware_highw__tango_min_w64__s51_n400,tango_min_w64,s51_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s51_n400.pdb,2.508270,7.00
noise_aware_highw__tango_min_w64__s51_n500,tango_min_w64,s51_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s51_n500.pdb,0.176769,7.00
noise_aware_highw__tango_min_w64__s52_n300,tango_min_w64,s52_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s52_n300.pdb,4.096884,7.00
noise_aware_highw__tango_min_w64__s52_n400,tango_min_w64,s52_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s52_n400.pdb,2.903847,7.00
noise_aware_highw__tango_min_w64__s52_n500,tango_min_w64,s52_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s52_n500.pdb,3.204229,7.00
noise_aware_highw__tango_min_w64__s53_n300,tango_min_w64,s53_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s53_n300.pdb,3.136483,7.00
noise_aware_highw__tango_min_w64__s53_n400,tango_min_w64,s53_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s53_n400.pdb,3.358283,7.00
noise_aware_highw__tango_min_w64__s53_n500,tango_min_w64,s53_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s53_n500.pdb,1.423028,7.00
noise_aware_highw__tango_min_w64__s54_n300,tango_min_w64,s54_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s54_n300.pdb,2.415332,7.00
noise_aware_highw__tango_min_w64__s54_n400,tango_min_w64,s54_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s54_n400.pdb,3.925956,7.00
noise_aware_highw__tango_min_w64__s54_n500,tango_min_w64,s54_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s54_n500.pdb,1.694506,7.00
noise_aware_highw__tango_min_w64__s55_n300,tango_min_w64,s55_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s55_n300.pdb,3.014557,7.00
noise_aware_highw__tango_min_w64__s55_n400,tango_min_w64,s55_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s55_n400.pdb,2.303381,7.00
noise_aware_highw__tango_min_w64__s55_n500,tango_min_w64,s55_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s55_n500.pdb,3.000482,7.00
noise_aware_highw__tango_min_w64__s56_n300,tango_min_w64,s56_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s56_n300.pdb,2.717559,7.00
noise_aware_highw__tango_min_w64__s56_n400,tango_min_w64,s56_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s56_n400.pdb,1.382998,7.00
noise_aware_highw__tango_min_w64__s56_n500,tango_min_w64,s56_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s56_n500.pdb,2.756141,7.00
noise_aware_highw__tango_min_w64__s57_n300,tango_min_w64,s57_n300,300,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s57_n300.pdb,2.654749,7.00
noise_aware_highw__tango_min_w64__s57_n400,tango_min_w64,s57_n400,400,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s57_n400.pdb,3.530025,7.00
noise_aware_highw__tango_min_w64__s57_n500,tango_min_w64,s57_n500,500,/home/ks2218/la-proteina/results/noise_aware_high_w_scout/tango_min_w64/guided/s57_n500.pdb,2.068478,7.00
fixt1_E066_highw__camsol_max_w128__s42_n300,camsol_max_w128,s42_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s42_n300.pdb,5.389750,7.00
fixt1_E066_highw__camsol_max_w128__s42_n400,camsol_max_w128,s42_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s42_n400.pdb,9.339842,7.00
fixt1_E066_highw__camsol_max_w128__s42_n500,camsol_max_w128,s42_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s42_n500.pdb,7.101432,7.00
fixt1_E066_highw__camsol_max_w128__s43_n300,camsol_max_w128,s43_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s43_n300.pdb,5.701160,7.00
fixt1_E066_highw__camsol_max_w128__s43_n400,camsol_max_w128,s43_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s43_n400.pdb,9.254283,7.00
fixt1_E066_highw__camsol_max_w128__s43_n500,camsol_max_w128,s43_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s43_n500.pdb,10.073921,7.00
fixt1_E066_highw__camsol_max_w128__s44_n300,camsol_max_w128,s44_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s44_n300.pdb,11.054496,7.00
fixt1_E066_highw__camsol_max_w128__s44_n400,camsol_max_w128,s44_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s44_n400.pdb,4.630488,7.00
fixt1_E066_highw__camsol_max_w128__s44_n500,camsol_max_w128,s44_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s44_n500.pdb,7.809968,7.00
fixt1_E066_highw__camsol_max_w128__s45_n300,camsol_max_w128,s45_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s45_n300.pdb,8.828019,7.00
fixt1_E066_highw__camsol_max_w128__s45_n400,camsol_max_w128,s45_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s45_n400.pdb,9.397606,7.00
fixt1_E066_highw__camsol_max_w128__s45_n500,camsol_max_w128,s45_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s45_n500.pdb,8.313639,7.00
fixt1_E066_highw__camsol_max_w128__s46_n300,camsol_max_w128,s46_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s46_n300.pdb,7.606175,7.00
fixt1_E066_highw__camsol_max_w128__s46_n400,camsol_max_w128,s46_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s46_n400.pdb,5.752676,7.00
fixt1_E066_highw__camsol_max_w128__s46_n500,camsol_max_w128,s46_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s46_n500.pdb,5.609503,7.00
fixt1_E066_highw__camsol_max_w128__s47_n300,camsol_max_w128,s47_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s47_n300.pdb,6.675124,7.00
fixt1_E066_highw__camsol_max_w128__s47_n400,camsol_max_w128,s47_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s47_n400.pdb,8.913660,7.00
fixt1_E066_highw__camsol_max_w128__s47_n500,camsol_max_w128,s47_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s47_n500.pdb,5.198540,7.00
fixt1_E066_highw__camsol_max_w128__s48_n300,camsol_max_w128,s48_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s48_n300.pdb,9.504707,7.00
fixt1_E066_highw__camsol_max_w128__s48_n400,camsol_max_w128,s48_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s48_n400.pdb,8.410913,7.00
fixt1_E066_highw__camsol_max_w128__s48_n500,camsol_max_w128,s48_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s48_n500.pdb,9.959140,7.00
fixt1_E066_highw__camsol_max_w128__s49_n300,camsol_max_w128,s49_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s49_n300.pdb,5.541579,7.00
fixt1_E066_highw__camsol_max_w128__s49_n400,camsol_max_w128,s49_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s49_n400.pdb,4.544074,7.00
fixt1_E066_highw__camsol_max_w128__s49_n500,camsol_max_w128,s49_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s49_n500.pdb,12.325405,7.00
fixt1_E066_highw__camsol_max_w128__s50_n300,camsol_max_w128,s50_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s50_n300.pdb,4.797825,7.00
fixt1_E066_highw__camsol_max_w128__s50_n400,camsol_max_w128,s50_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s50_n400.pdb,8.732436,7.00
fixt1_E066_highw__camsol_max_w128__s50_n500,camsol_max_w128,s50_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s50_n500.pdb,6.394347,7.00
fixt1_E066_highw__camsol_max_w128__s51_n300,camsol_max_w128,s51_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s51_n300.pdb,6.248768,7.00
fixt1_E066_highw__camsol_max_w128__s51_n400,camsol_max_w128,s51_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s51_n400.pdb,10.515048,7.00
fixt1_E066_highw__camsol_max_w128__s51_n500,camsol_max_w128,s51_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s51_n500.pdb,5.749966,7.00
fixt1_E066_highw__camsol_max_w128__s52_n300,camsol_max_w128,s52_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s52_n300.pdb,6.121442,7.00
fixt1_E066_highw__camsol_max_w128__s52_n400,camsol_max_w128,s52_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s52_n400.pdb,7.810629,7.00
fixt1_E066_highw__camsol_max_w128__s52_n500,camsol_max_w128,s52_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s52_n500.pdb,6.773865,7.00
fixt1_E066_highw__camsol_max_w128__s53_n300,camsol_max_w128,s53_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s53_n300.pdb,6.703630,7.00
fixt1_E066_highw__camsol_max_w128__s53_n400,camsol_max_w128,s53_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s53_n400.pdb,12.922793,7.00
fixt1_E066_highw__camsol_max_w128__s53_n500,camsol_max_w128,s53_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s53_n500.pdb,5.333902,7.00
fixt1_E066_highw__camsol_max_w128__s54_n300,camsol_max_w128,s54_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s54_n300.pdb,9.105782,7.00
fixt1_E066_highw__camsol_max_w128__s54_n400,camsol_max_w128,s54_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s54_n400.pdb,7.789039,7.00
fixt1_E066_highw__camsol_max_w128__s54_n500,camsol_max_w128,s54_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s54_n500.pdb,3.924610,7.00
fixt1_E066_highw__camsol_max_w128__s55_n300,camsol_max_w128,s55_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s55_n300.pdb,5.363131,7.00
fixt1_E066_highw__camsol_max_w128__s55_n400,camsol_max_w128,s55_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s55_n400.pdb,7.692373,7.00
fixt1_E066_highw__camsol_max_w128__s55_n500,camsol_max_w128,s55_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s55_n500.pdb,7.706701,7.00
fixt1_E066_highw__camsol_max_w128__s56_n300,camsol_max_w128,s56_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s56_n300.pdb,13.193683,7.00
fixt1_E066_highw__camsol_max_w128__s56_n400,camsol_max_w128,s56_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s56_n400.pdb,8.135596,7.00
fixt1_E066_highw__camsol_max_w128__s56_n500,camsol_max_w128,s56_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s56_n500.pdb,8.452704,7.00
fixt1_E066_highw__camsol_max_w128__s57_n300,camsol_max_w128,s57_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s57_n300.pdb,10.986947,7.00
fixt1_E066_highw__camsol_max_w128__s57_n400,camsol_max_w128,s57_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s57_n400.pdb,6.765450,7.00
fixt1_E066_highw__camsol_max_w128__s57_n500,camsol_max_w128,s57_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w128/guided/s57_n500.pdb,11.869632,7.00
fixt1_E066_highw__camsol_max_w32__s42_n300,camsol_max_w32,s42_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w32/guided/s42_n300.pdb,2.718694,7.00
fixt1_E066_highw__camsol_max_w32__s42_n400,camsol_max_w32,s42_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w32/guided/s42_n400.pdb,3.449244,7.00
fixt1_E066_highw__camsol_max_w32__s42_n500,camsol_max_w32,s42_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w32/guided/s42_n500.pdb,2.999448,7.00
fixt1_E066_highw__camsol_max_w32__s43_n300,camsol_max_w32,s43_n300,300,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w32/guided/s43_n300.pdb,2.415966,7.00
fixt1_E066_highw__camsol_max_w32__s43_n400,camsol_max_w32,s43_n400,400,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w32/guided/s43_n400.pdb,2.899525,7.00
fixt1_E066_highw__camsol_max_w32__s43_n500,camsol_max_w32,s43_n500,500,/home/ks2218/la-proteina/results/fixt1_full_replication_2026_05_18/E066_high_w/camsol_max_w32/guided/s43_n500.pdb,3.748883,7.00
